StockCode,Description,Total_Demand,Avg_Daily_Demand,Daily_Std,Safety_Stock,Reorder_Point,Recommended_Order_Qty,Forecast_Adj_Demand,Forecast_Reorder_Point,Total_Revenue
23151,ZINC SWEETHEART SOAP DISH,60,0.08,2.981560980820775,13,14,14,0.07,13,106.9
35611B,BLACK ASSORTED DROPLET DECORATION,59,0.08,26.16295090390226,114,115,115,0.07,114,22.419999999999998
84906,PINK B'FLY C/COVER W BOBBLES,59,0.08,2.136670184451541,9,10,10,0.07,9,283.05
84870C,GREEN GEISHA GIRL ,59,0.08,2.2498677209793385,10,11,11,0.07,10,221.25
84870B,BLUE GEISHA GIRL ,59,0.08,2.128296095183822,9,10,10,0.07,9,221.25
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,59,0.08,2.845947154231498,12,13,13,0.07,12,74.35
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,59,0.08,1.322024110123468,6,7,7,0.07,6,569.53
90214P,"LETTER ""P"" BLING KEY RING",58,0.08,4.444924402189138,19,20,20,0.07,19,48.5
84902,PINK KNITTED COW STUFFED TOY,58,0.08,1.5617789341495933,7,8,8,0.07,7,215.34
23047,PAPER LANTERN 5 POINT SEQUIN STAR,58,0.08,1.903813522605025,8,9,9,0.07,8,333.5
35597D,PINK/WHITE CHRISTMAS TREE 30CM,58,0.08,10.193368525897704,44,45,45,0.07,44,25.28
90154,LAZER CUT NECKLACE W PASTEL BEADS,58,0.08,20.742870261047933,91,92,92,0.07,91,430.7
90104,PURPLE FRANGIPANI HAIRCLIP,58,0.08,5.181162460726786,23,24,24,0.07,23,49.3
84288B,SET/2 BLUE  NOODLE BASKETS,58,0.08,3.7394295465128544,16,17,17,0.07,16,113.1
22826,LOVE SEAT ANTIQUE WHITE METAL,58,0.08,1.076443290995935,5,6,6,0.07,5,6210.0
90192,JADE DROP EARRINGS W FILIGREE,58,0.08,1.5082618476808298,7,8,8,0.07,7,287.1
84882,GREEN WIRE STANDING CANDLE HOLDER,57,0.08,1.0961470984947512,5,6,6,0.07,5,213.75
35911B,PINK/FLOWER RABBIT EGG WARMER ,57,0.08,3.165869118066518,14,15,15,0.07,14,119.7
21734,SMALL MARAKESH LANTERN ON STICK,56,0.08,2.9547875102567405,13,14,14,0.07,13,210.0
18010,ASSORTED FRAGRANCE BATH CONFETTI,56,0.08,7.737355275975549,34,35,35,0.07,34,23.52
90143,SILVER BRACELET W PASTEL FLOWER,56,0.08,2.687115225533531,12,13,13,0.07,12,415.0
72740A,LARGE STRAWBERRY CHOCOLATE CANDLE,56,0.08,8.64291617453276,38,39,39,0.07,38,94.7
90186A,AMETHYST HOOP EARRING FLORAL LEAF,56,0.08,3.195234546871921,14,15,15,0.07,14,165.20000000000002
23578,SNACK TRAY RED GINGHAM,56,0.08,5.606119105813881,24,25,25,0.07,24,109.2
21341,KASBAH LANTERN WITH GLASS ,56,0.08,6.2133775521901615,27,28,28,0.07,27,250.8
90195A,PURPLE GEMSTONE BRACELET,56,0.08,1.8186146670912198,8,9,9,0.07,8,453.2
16207A,PINK STRAWBERRY HANDBAG ,55,0.07,1.696786659341787,7,7,8,0.06,7,162.25000000000003
90195B,BLACK GEMSTONE BRACELET,55,0.07,3.7017042533250772,16,16,17,0.06,16,486.24999999999994
23472, NINE DRAWER OFFICE TIDY,55,0.07,1.7315277663950703,8,8,9,0.06,8,792.85
72793,BLACK BOX MIRROR LANTERN,55,0.07,7.011894655987543,31,31,32,0.06,31,268.75
90162B,ANT SILVER LIME GREEN BOUDICCA RING,55,0.07,2.047236300622924,9,9,10,0.06,9,162.25000000000003
84926B,SCOTTS ROSES TILE COASTER,54,0.07,8.396427811873332,37,37,38,0.06,37,67.5
47344B,BLUE FLOWER DES PURSE,54,0.07,4.718756898449704,21,21,22,0.06,21,56.16
84762A,WHITE PICNIC BARBECUE BUCKET,54,0.07,2.890145528597235,13,13,14,0.06,13,474.9
84723,CHERRY BLOSSOM CANVAS ART PICTURE,54,0.07,6.487750695804293,28,28,29,0.06,28,201.3
90185C,BLACK DIAMANTE EXPANDABLE RING,54,0.07,2.242635004789206,10,10,11,0.06,10,229.5
85185C,COW  SOCK PUPPET,54,0.07,2.1320071635561044,9,9,10,0.06,9,159.3
85142,JARDIN ETCHED GLASS GINGER JAR,54,0.07,1.293772064100224,6,6,7,0.06,6,429.3
62043B,BLUE CHECK BAG W HANDLE 34X20CM,54,0.07,8.154071920757684,36,36,37,0.06,36,75.16000000000001
90214R,"LETTER ""R"" BLING KEY RING",53,0.07,3.505217497902568,15,15,16,0.06,15,53.769999999999996
72369A,PINK CLEAR GLASS CANDLE PLATE,53,0.07,5.370222128951997,23,23,24,0.06,23,66.25
84623,PINK GINGHAM ROSE FLOOR CUSHION,53,0.07,5.812821078348179,25,25,26,0.06,25,261.35
84447,6 RABBIT CHAIN EASTER,53,0.07,4.3149794459588815,19,19,20,0.06,19,45.05
17061,ASSORTED SHAPED STENCIL FOR HENNA,52,0.07,0.0,0,0,1,0.06,0,2.08
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,52,0.07,1.1121068335350712,5,5,6,0.06,5,881.4
20833,SHAKER THROW  QUILTED,52,0.07,9.09945053286186,40,40,41,0.06,40,811.8
16151A,FLOWER DES BLUE HANDBAG/ORANG HANDL,52,0.07,18.256505689753446,80,80,81,0.06,80,72.5
84881,BLUE WIRE SPIRAL CANDLE HOLDER,52,0.07,0.9534625892455921,4,4,5,0.06,4,330.2
84858A,NATURAL RIVIERA HANDBAG,52,0.07,14.81954950796574,65,65,66,0.06,65,116.7
21298,EDWARDIAN 2 DRAWER WALL CABINET ,52,0.07,7.2702917999997,32,32,33,0.06,32,755.8
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",52,0.07,8.246211251235321,36,36,37,0.06,36,19.4
35910A,MULTICOLOUR EASTER RABBIT ,52,0.07,2.1461734799546393,9,9,10,0.06,9,101.39999999999999
21300,ANTIQUE EDWARDIAN DRESSER,52,0.07,10.714476188783099,47,47,48,0.06,47,737.4
79026B,"S/4 ICON COASTER,ELVIS LIVES",52,0.07,2.4406372030086643,11,11,12,0.06,11,44.36
84533B,FAIRY CAKES ROUND NESTING BOXES,52,0.07,1.6276126096272243,7,7,8,0.06,7,293.8
84627,CANDY STRIPE ROSE C/COVER ,51,0.07,3.19813542168536,14,14,15,0.06,14,303.45
23458,DOLLY CABINET 3 DRAWERS ,51,0.07,1.2105238392398414,5,5,6,0.06,5,762.4499999999999
90185D,CRYSTAL DIAMANTE EXPANDABLE RING,51,0.07,2.2738358934473855,10,10,11,0.06,10,216.75
35645,VINTAGE BEAD PINK JEWEL BOX,51,0.07,1.2269616060043185,5,5,6,0.06,5,216.75
35916A,YELLOW FELT HANGING HEART W FLOWER,51,0.07,4.785891965429423,21,21,22,0.06,21,43.349999999999994
71050,SMALL SINGLE FLAME CANDLE HOLDER,51,0.07,3.4200041771068896,15,15,16,0.06,15,17.849999999999998
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,51,0.07,2.0067819794495563,9,9,10,0.06,9,456.45
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,51,0.07,3.6606010435446255,16,16,17,0.06,16,150.45000000000002
17084G,MOON INCENSE,50,0.07,0.0,0,0,1,0.06,0,10.5
23692,WRAP A PRETTY THANK YOU,50,0.07,0.0,0,0,1,0.06,0,21.0
22761,CHEST 7 DRAWER MA CAMPAGNE,50,0.07,1.406589714044545,6,6,7,0.06,6,1196.5
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,50,0.07,1.35400640077266,6,6,7,0.06,6,447.5
47574B,ENGLISH ROSE SCENTED HANGING HEART,50,0.07,1.6418441381303657,7,7,8,0.06,7,212.5
90081A,LILY BROOCH AMETHYST COLOUR,50,0.07,1.2792042981336624,6,6,7,0.06,6,247.5
90129C,GREEN GLASS TASSLE BAG CHARM,50,0.07,3.721558813185679,16,16,17,0.06,16,147.5
90145,SILVER HOOP EARRINGS WITH FLOWER,50,0.07,1.4350221383481883,6,6,7,0.06,6,297.5
90214H,"LETTER ""H"" BLING KEY RING",50,0.07,2.5853399552056366,11,11,12,0.06,11,50.019999999999996
TEST001,This is a test product.,50,0.07,6.0553007081949835,26,26,27,0.06,26,225.0
90214N,"LETTER ""N"" BLING KEY RING",50,0.07,3.561435599503628,16,16,17,0.06,16,50.019999999999996
21370,MIRRORED WALL ART FOXY,50,0.07,5.839112783226412,25,25,26,0.06,25,188.05
23018,LARGE APOTHECARY MEASURING JAR ,50,0.07,3.866830866792722,17,17,18,0.06,17,587.2
84838,ANT WHITE HIGH RISE BIRD BOX,49,0.07,24.826061575153908,108,108,109,0.06,108,304.0
37485,ENGLISH ROSE TEA SET IN GIFT BOX,49,0.07,5.787507070858583,25,25,26,0.06,25,207.69
21309,LOUVRE CHALKBOARD,49,0.07,19.241881404893856,84,84,85,0.06,84,325.6
21277,FRENCH STYLE EMBOSSED HEART CABINET,49,0.07,0.5485842409017252,2,2,3,0.06,2,1056.6
72771C,BLACK FLOCK GOLD CANDLE,49,0.07,13.051181300301263,57,57,58,0.06,57,20.580000000000002
22827,GIANT SEVENTEEN DRAWER SIDEBOARD,49,0.07,0.8859719163490115,4,4,5,0.06,4,7605.0
35973,GERANIUM FOLKART HEART DECORATION,49,0.07,4.748099034818507,21,21,22,0.06,21,61.25
23466,TUSCAN VILLA DOVECOTE,49,0.07,1.7099639201419234,7,7,8,0.06,7,398.25
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,49,0.07,3.156190498296714,14,14,15,0.06,14,82.81
85136B,BLUE SHARK HELICOPTER,49,0.07,1.0344446614371197,5,5,6,0.06,5,389.55
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,48,0.07,0.7941547822570977,3,3,4,0.06,3,407.52
47341B,BLUE TABLE RUN FLOWER,48,0.07,3.8970261978607725,17,17,18,0.06,17,67.5
45013,FOLDING SHOE TIDY,48,0.07,7.615773105863909,33,33,34,0.06,33,132.0
90214B,"LETTER ""B"" BLING KEY RING",48,0.07,3.8022549700332906,17,17,18,0.06,17,48.48
85050,FRENCH ENAMEL SOAP DISH WITH LID,48,0.07,0.0,0,0,1,0.06,0,100.8
44228,CANNABIS LEAF BEAD CURTAIN,48,0.07,6.928203230275509,30,30,31,0.06,30,40.8
35603B,S/16 BLACK SHINY/MAT BAUBLES,48,0.07,0.0,0,0,1,0.06,0,20.16
90031,BILI NUT AND WOOD NECKLACE,48,0.07,8.049844718999243,35,35,36,0.06,35,48.0
35071,ASSORTED SANTA CHRISTMAS DECORATION,48,0.07,9.201449161228174,40,40,41,0.06,40,40.8
44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,48,0.07,7.036413227711339,31,31,32,0.06,31,20.16
84707B,PINK JEWELLED MIRROR TRINKET TRAY,48,0.07,2.830951379710665,12,12,13,0.06,12,367.60999999999996
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,47,0.06,2.269812059097786,10,10,11,0.05,10,298.45
20861,GOLD COSMETIC BAG PINK STAR,47,0.06,2.587515815456612,11,11,12,0.05,11,98.7
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,47,0.06,1.3088765773505318,6,6,7,0.05,6,30.81
20994,JAZZ HEARTS SPIRAL NOTEPAD,47,0.06,3.4009802508492553,15,15,16,0.05,15,39.949999999999996
47592B,SCOTTIES DESIGN CHILD'S OVERALL,47,0.06,1.7149858514250884,7,7,8,0.05,7,98.7
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,46,0.06,3.5734060459498265,16,16,17,0.05,16,57.5
84450A,PINK RABBIT SITTING EASTER,46,0.06,5.744562646538029,25,25,26,0.05,25,19.32
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,46,0.06,8.959166627910582,39,39,40,0.05,39,96.60000000000001
84555A,YELLOW VW BEETLE CERAMIC MONEY BOX,46,0.06,3.6735865438612025,16,16,17,0.05,16,130.9
90040B,MURANO STYLE GLASS BRACELET BLACK,46,0.06,1.2583057392117916,5,5,6,0.05,5,161.0
84029D,LEOPARD PRINT HOT WATER BOTTLE,46,0.06,8.880377869838147,39,39,40,0.05,39,153.3
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,46,0.06,19.05255888325765,83,83,84,0.05,83,68.7
84877A,PINK ROUND COMPACT MIRROR,46,0.06,4.121772796869204,18,18,19,0.05,18,142.5
90185B,AMETHYST DIAMANTE EXPANDABLE RING,45,0.06,2.757274760078165,12,12,13,0.05,12,191.25
90010B,BLACK/WHITE GLASS/SILVER BRACELET,45,0.06,2.7620946158063933,12,12,13,0.05,12,402.75
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,45,0.06,1.2761549390929883,6,6,7,0.05,6,37.83
22656,VINTAGE BLUE KITCHEN CABINET,45,0.06,0.6990252954195317,3,3,4,0.05,3,9290.0
90157,RIVIERA NECKLACE,45,0.06,1.4705441169852742,6,6,7,0.05,6,222.75
90032,IVORY SHELL HEART NECKLACE,45,0.06,1.8027756377319946,8,8,9,0.05,8,253.17000000000002
72708,SCULPTED ROUND IVORY CANDLE ,44,0.06,7.694153624668537,34,34,35,0.05,34,9.24
90214I,"LETTER ""I"" BLING KEY RING",44,0.06,4.499158170416355,20,20,21,0.05,20,42.519999999999996
20899,VINTAGE NOTEBOOK RED ROSE,44,0.06,4.123105625617661,18,18,19,0.05,18,129.8
21674,RIDGED GLASS PENDANT LAMPSHADE,44,0.06,4.255715111601235,19,19,20,0.05,19,697.8
90116,FRUIT SALAD BAG CHARM,44,0.06,4.1952353926806065,18,18,19,0.05,18,74.36
85151,WELCOME METAL SIGN,44,0.06,7.854934754662192,34,34,35,0.05,34,55.0
16010,FOLDING CAMPING SCISSOR W/KNIF & S,44,0.06,9.591663046625438,42,42,43,0.05,42,5.279999999999999
90160A,PURPLE BOUDICCA LARGE BRACELET,44,0.06,1.9084300519426678,8,8,9,0.05,8,305.8
90083,CRYSTAL CZECH CROSS PHONE CHARM,44,0.06,4.342481186734475,19,19,20,0.05,19,34.94
20785,FUSCHIA RETRO BAR STOOL,44,0.06,3.12367619019265,14,14,15,0.05,14,1657.8
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,44,0.06,1.5077577170531522,7,7,8,0.05,7,420.28
23429,RED RETRO KITCHEN WALL CLOCK,44,0.06,2.2696949467968492,10,10,11,0.05,10,358.6
90214T,"LETTER ""T"" BLING KEY RING",43,0.06,4.4234225060089685,19,19,20,0.05,19,42.23
46137D,GREEN CHENILLE SHAGGY RUG,43,0.06,14.011899704655802,61,61,62,0.05,61,126.85
20698,LITTLE PINK MONSTER SOFT TOY,43,0.06,1.841115390830499,8,8,9,0.05,8,104.25
90035B,"PEARL & SHELL 42""NECKL. PINK",43,0.06,16.938614661968867,74,74,75,0.05,74,380.89
21763,VINTAGE WOODEN BAR STOOL,43,0.06,2.124783726018472,9,9,10,0.05,9,1157.8999999999999
90162C,ANT SILVER FUSCHIA BOUDICCA RING,42,0.06,1.7841898254763515,8,8,9,0.05,8,123.90000000000002
72753C,S/3 FLWR FAIRY ROSE CANDLES,42,0.06,4.979959839195493,22,22,23,0.05,22,99.9
84845C,CARNATION SQUARE HANDY TIN,42,0.06,2.1273554065179203,9,9,10,0.05,9,52.5
23442,12 HANGING EGGS HAND PAINTED,42,0.06,3.521363372331802,15,15,16,0.05,15,87.36
84292,ROSE PINK METAL FOLDING CHAIR,42,0.06,2.4420557658735733,11,11,12,0.05,11,333.90000000000003
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,41,0.06,1.66332999331662,7,7,8,0.05,7,153.75
84845D,GERANIUM SQUARE HANDY TIN,41,0.06,5.78215646046813,25,25,26,0.05,25,51.25
84548,CROCHET BEAR RED/BLUE  KEYRING,41,0.06,3.7284735685686647,16,16,17,0.05,16,67.64999999999999
23038,T-LIGHT HOLDER SILVER SAUCER,41,0.06,5.706721183540218,25,25,26,0.05,25,38.03
20697,LITTLE GREEN MONSTER SOFT TOY,41,0.06,1.564516672426553,7,7,8,0.05,7,99.14999999999999
21270,ANTIQUE CREAM CUTLERY CUPBOARD,41,0.06,1.2676293062133794,6,6,7,0.05,6,522.75
82095,HEART BUTTONS JEWELLERY BOX,41,0.06,0.8335497554466649,4,4,5,0.05,4,313.65000000000003
72783,BLACK SIL'T SQU CANDLE PLATE ,40,0.05,4.4986770542121866,20,20,21,0.04,20,84.0
84751B,BLACK MEDIUM GLASS CAKE STAND,40,0.05,1.437135858965388,6,6,7,0.04,6,117.44
21511,VINTAGE COLLAGE  GREETING  CARD ,40,0.05,5.656854249492381,25,25,26,0.04,25,16.8
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,40,0.05,4.0034707164881045,17,17,18,0.04,17,67.6
20848,ZINC HEART LATTICE CHARGER SMALL,39,0.05,3.0188799849673327,13,13,14,0.04,13,115.05000000000001
90002A,FLOWER BURST SILVER RING OPAL,39,0.05,1.8883680959850135,8,8,9,0.04,8,146.25
90161A,ANT COPPER RED BOUDICCA BRACELET,39,0.05,2.516975334635768,11,11,12,0.04,11,193.05
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,39,0.05,2.884826203122507,13,13,14,0.04,13,16.38
20896,VINTAGE NOTEBOOK PINK FLOWER,39,0.05,3.082207001484488,13,13,14,0.04,13,115.05000000000001
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,39,0.05,1.3585242858683528,6,6,7,0.04,6,32.37
35085E,IVORY ROSE LAMPSHADE ,39,0.05,2.0615528128088303,9,9,10,0.04,9,44.25
35638A,PINK AND BLACK STRING CURTAIN,39,0.05,12.988456413292536,57,57,58,0.04,57,88.04999999999998
48175,DOOR MAT CAMOUFLAGE,38,0.05,0.0,0,0,1,0.04,0,152.0
84532B,FAIRY CAKES RECTANGLUAR BOXES,38,0.05,0.7672969364884684,3,3,4,0.04,3,226.1
85168B,BLACK BAROQUE CARRIAGE CLOCK,38,0.05,1.4650068461575656,6,6,7,0.04,6,358.62
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,38,0.05,2.016416144037253,9,9,10,0.04,9,188.1
90129D,AMBER GLASS TASSLE BAG CHARM,38,0.05,3.1574826950748234,14,14,15,0.04,14,112.10000000000001
90129E,PURPLE GLASS TASSLE BAG CHARM,37,0.05,3.400980250849256,15,15,16,0.04,15,109.15
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,37,0.05,1.689540012709215,7,7,8,0.04,7,138.75
10124G,ARMY CAMO BOOKCOVER TAPE,37,0.05,2.5221243250702594,11,11,12,0.04,11,15.54
35916B,BLUE FELT HANGING HEART W FLOWER,37,0.05,4.669047011971501,20,20,21,0.04,20,31.449999999999996
23015,CORDIAL GLASS JUG,37,0.05,1.5522640914238173,7,7,8,0.04,7,305.25
35932,PINK CHRISTMAS TREE DECORATION,37,0.05,3.1989581637360205,14,14,15,0.04,14,15.629999999999999
90070,RUBY GLASS CLUSTER BRACELET,37,0.05,3.2335051500740732,14,14,15,0.04,14,220.15
90129F,RED GLASS TASSLE BAG CHARM,36,0.05,2.2774576147127714,10,10,11,0.04,10,106.2
84539,KNITTED RABBIT DOLL ,36,0.05,4.743416490252569,21,21,22,0.04,21,59.39999999999999
90123A,PINK HEART OF GLASS BRACELET,36,0.05,1.1114378604524224,5,5,6,0.04,5,214.20000000000002
90005A,JADE GREEN ENAMEL HAIR COMB,36,0.05,3.023715784073818,13,13,14,0.04,13,70.2
90186B,CRYSTAL HOOP EARRING FLORAL LEAF,36,0.05,2.3149458652362385,10,10,11,0.04,10,106.20000000000002
35840,FLAT GLASS  BAUBLE WHITE FLOCK ,36,0.05,2.6832815729997477,12,12,13,0.04,12,51.0
90094,NECKLACE+BRACELET SET FRUIT SALAD ,36,0.05,1.3992479182911455,6,6,7,0.04,6,91.8
90122A,PINK CRYSTAL+GLASS BRACELET,36,0.05,1.8277470669267508,8,8,9,0.04,8,178.20000000000002
21335,LIBRARY LAMP,36,0.05,1.1019463300386794,5,5,6,0.04,5,754.1999999999999
85018C,S/6 PAPER BOXES CURIOUS IMAGES ,36,0.05,14.023789311975086,61,61,62,0.04,61,127.2
90175C,BLUE GLASS CHUNKY CHARM BRACELET,36,0.05,1.61245154965971,7,7,8,0.04,7,322.2
90180A,BLACK+WHITE NECKLACE W TASSEL,36,0.05,1.6631541934965108,7,7,8,0.04,7,316.2
17174,ASSTD RASTA KEY-CHAINS,36,0.05,8.94427190999916,39,39,40,0.04,39,15.120000000000001
35936,CERISE+GOLD CHRISTMAS TREE DEC,36,0.05,2.8284271247461903,12,12,13,0.04,12,13.68
23410,CURIO CABINET LINEN AND LACE ,36,0.05,1.2909944487358056,6,6,7,0.04,6,290.1
90185A,AMBER DIAMANTE EXPANDABLE RING,36,0.05,2.449489742783178,11,11,12,0.04,11,153.0
90014A,SILVER/MOP ORBIT NECKLACE,36,0.05,1.3835771443203715,6,6,7,0.04,6,302.2
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,35,0.05,1.109400392450458,5,5,6,0.04,5,29.75
90018A,SILVER M.O.P ORBIT DROP EARRINGS,35,0.05,1.0190493307301363,4,4,5,0.04,4,148.75
90146,FINE SILVER NECKLACE W PASTEL FLOWE,35,0.05,2.015961945102775,9,9,10,0.04,9,228.75
82011A,"BATHROOM SCALES, TROPICAL BEACH",35,0.05,0.5931093121225481,3,3,4,0.04,3,131.25
90013C,GREEN VINTAGE EARRINGS ,35,0.05,1.0801234497346435,5,5,6,0.04,5,131.25
90129A,PINK GLASS TASSLE BAG CHARM ,35,0.05,1.7182493859684491,8,8,9,0.04,8,103.25
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",35,0.05,1.378954368902449,6,6,7,0.04,6,278.25
90003D,CRYSTAL PAIR HEART HAIR SLIDES,35,0.05,1.5886502207249789,7,7,8,0.04,7,131.25
23430,BLUE RETRO KITCHEN WALL CLOCK,35,0.05,1.887883090687176,8,8,9,0.04,8,285.25
85185F,LION SOCK PUPPET,35,0.05,2.066211695163583,9,9,10,0.04,9,103.25000000000001
84720,DOT MATRIX CANVAS ART PICTURE,35,0.05,6.363961030678928,28,28,29,0.04,28,147.05
84306,S/3 PINK SQUARE PLANTERS ROSES,35,0.05,1.3491706481792793,6,6,7,0.04,6,383.24999999999994
48103,DOOR MAT KISS MY.......,35,0.05,5.816642788871716,25,25,26,0.04,25,201.73
84247H,PACK/12 DECOUPAGE CARD,35,0.05,3.275785284595013,14,14,15,0.04,14,103.25000000000001
90042C,FRESHWATER PEARL BRACELET IVORY,35,0.05,2.445841952609133,11,11,12,0.04,11,89.25
90013D,PURPLE VINTAGE EARRINGS,34,0.05,3.4121631178560534,15,15,16,0.04,15,127.5
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,34,0.05,1.2227992865708155,5,5,6,0.04,5,215.89999999999998
90190B,GOLD/AMBER DROP EARRINGS W LEAF,34,0.05,4.226897995772629,18,18,19,0.04,18,100.30000000000001
84893,ANT WHITE IRON BASKET,34,0.05,2.250925735484551,10,10,11,0.04,10,192.3
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,34,0.05,2.5477262590217755,11,11,12,0.04,11,304.3
62074B,ELEPHANT CLIP W SUCTION CUP,34,0.05,2.8751811537130436,13,13,14,0.04,13,14.28
90122B,JADE CRYSTAL+GLASS BRACELET,34,0.05,1.6508406117111138,7,7,8,0.04,7,168.3
84313A,PINK TV TRAY TABLE ,34,0.05,1.3601470508735443,6,6,7,0.04,6,144.5
47581B,FAIRY CAKE WICKER PICNIC BASKET ,34,0.05,0.5686240703077327,2,2,3,0.04,2,433.5
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,34,0.05,3.8913824205360674,17,17,18,0.04,17,42.5
84824,DANISH ROSE UMBRELLA STAND,33,0.04,0.7483314773547882,3,3,4,0.03,3,513.55
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,33,0.04,1.4847711791873703,6,6,7,0.03,6,123.75
90173,PAIR BUTTERFLY HAIR CLIPS,33,0.04,2.7516228977511745,12,12,13,0.03,12,123.75
84711A,SILVER OVAL SHAPE TRINKET BOX,33,0.04,1.0818177620697813,5,5,6,0.03,5,328.34999999999997
84706F,RED PEONY TABLE CLOCK,33,0.04,1.181453906563152,5,5,6,0.03,5,199.35
84966B,BLUE KASHMIRI BOXED MIRROR,33,0.04,7.544313531837517,33,33,34,0.03,33,428.0
90159,COTE D'AZURE NECKLACE,33,0.04,1.424279266355945,6,6,7,0.03,6,163.35
23459,DOLLY CABINET 2 DRAWERS ,33,0.04,0.6586528140164322,3,3,4,0.03,3,412.5
84456,SET OF 3 RABBIT EGG EASTER,33,0.04,3.0488447886789096,13,13,14,0.03,13,28.049999999999997
84472,PINK AND LILAC QUILTED THROW ,33,0.04,0.8957519419470863,4,4,5,0.03,4,1450.4
84529C,YELLOW KNITTED KIDS RUCKSACK,33,0.04,1.8973665961010275,8,8,9,0.03,8,222.75
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,33,0.04,7.231873892705818,32,32,33,0.03,32,9.57
21097,SET/6 GREEN SPRING  PAPER PLATE,33,0.04,3.498298906339371,15,15,16,0.03,15,28.049999999999997
81950V,FLOWER PURPLE CLOCK W/SUCKER,33,0.04,3.674234614174767,16,16,17,0.03,16,19.09
22823,CHEST NATURAL WOOD 20 DRAWERS,32,0.04,1.0032626514091005,4,4,5,0.03,4,3655.0
ADJUST,Adjustment by john on 26/01/2010 16,32,0.04,0.0,0,0,1,0.03,0,3538.52
BANK CHARGES, Bank Charges,32,0.04,0.4296689244236598,2,2,3,0.03,2,465.001
90010E,AMBER GLASS/SILVER BRACELET,32,0.04,1.6538724611187707,7,7,8,0.03,7,279.95
90191,SILVER LARIAT 40CM,32,0.04,2.0164161440372537,9,9,10,0.03,9,241.4
90019A,SILVER M.O.P ORBIT BRACELET,32,0.04,0.7812132344290251,3,3,4,0.03,3,158.4
79149B,SILICON STAR BULB  BLUE,32,0.04,2.6400183654090306,12,12,13,0.03,12,13.44
84816,DANISH ROSE BEDSIDE CABINET,31,0.04,0.9582800496696,4,4,5,0.03,4,1198.45
37509,NEW ENGLAND MUG W GIFT BOX,31,0.04,0.9749612559222293,4,4,5,0.03,4,79.05
90177D,DROP DIAMANTE EARRINGS PURPLE,31,0.04,2.697735676039774,12,12,13,0.03,12,91.45000000000002
82545A,COGNAC AUX OEUFS METAL 1 HOOK,31,0.04,1.662418829187267,7,7,8,0.03,7,38.75
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,31,0.04,4.070217029430577,18,18,19,0.03,18,50.099999999999994
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,31,0.04,8.899438184514796,39,39,40,0.03,39,19.770000000000003
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,31,0.04,1.9908883353006928,9,9,10,0.03,9,79.05
90214O,"LETTER ""O"" BLING KEY RING",31,0.04,3.1176428547376895,14,14,15,0.03,14,27.23
35751C,PURPLE CURRENT CANDLE RING,31,0.04,4.949747468305833,22,22,23,0.03,22,12.61
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,31,0.04,2.930826434598881,13,13,14,0.03,13,271.0
90115,SUMMER BUTTERFLIES BAG CHARM,31,0.04,2.131770260709264,9,9,10,0.03,9,79.05
20664,TROPICAL HOLIDAY PURSE ,31,0.04,1.0626225419530053,5,5,6,0.03,5,91.45000000000002
90144,SILVER DROP EARRINGS WITH FLOWER,31,0.04,1.4012980994907414,6,6,7,0.03,6,116.25
47016,LIGHT DECORATION BATTERY OPERATED,31,0.04,9.959919678390985,43,43,44,0.03,43,65.10000000000001
84855,BLOKEY SILVER TOOL SET,31,0.04,2.3511226632776476,10,10,11,0.03,10,153.45000000000002
